label,value,team,situation,n_games
XG Differential,0.42,NYI,all,last 5 games
Shot (FW) Volume,0.06,NYI,all,last 5 games
Shot (FW) Differential,0.19,NYI,all,last 5 games
Penalty Differential,0.28,NYI,all,last 5 games
offense_p60_perc,0.23,NYI,all,last 5 games
defense_p60_perc,0.77,NYI,all,last 5 games
cum_dif_p60_perc,0.59,NYI,all,last 5 games
offense,27.4,NYI,all,last 5 games
defense,26.57,NYI,all,last 5 games
cum_dif,0.8299999999999983,NYI,all,last 5 games
Points,0.56,NYI,5on5,all
Goals For,0.56,NYI,5on5,all
Goal Differential,0.73,NYI,5on5,all
Shooting %,0.58,NYI,5on5,all
Save %,0.88,NYI,5on5,all
sv%,0.92,NYI,5on5,all
Blocked shot attempt %,0.11,NYI,5on5,all
Blocked shot attempt % against,0.58,NYI,5on5,all
Expected Goals For,0.44,NYI,5on5,all
XG Differential,0.3,NYI,5on5,all
Shot (FW) Volume,0.33,NYI,5on5,all
Shot (FW) Differential,0.28,NYI,5on5,all
Penalty Differential,0.38,NYI,5on5,all
offense_p60_perc,0.53,NYI,5on5,all
defense_p60_perc,0.59,NYI,5on5,all
cum_dif_p60_perc,0.55,NYI,5on5,all
offense,292.39,NYI,5on5,all
defense,285.03999999999996,NYI,5on5,all
cum_dif,7.350000000000023,NYI,5on5,all
Points,0.48,NYI,5on5,last 20 games
Goals For,0.3,NYI,5on5,last 20 games
Goal Differential,0.61,NYI,5on5,last 20 games
Shooting %,0.3,NYI,5on5,last 20 games
Save %,0.88,NYI,5on5,last 20 games
sv%,0.924,NYI,5on5,last 20 games
Blocked shot attempt %,0.09,NYI,5on5,last 20 games
Blocked shot attempt % against,0.42,NYI,5on5,last 20 games
Expected Goals For,0.55,NYI,5on5,last 20 games
XG Differential,0.38,NYI,5on5,last 20 games
Shot (FW) Volume,0.34,NYI,5on5,last 20 games
Shot (FW) Differential,0.25,NYI,5on5,last 20 games
Penalty Differential,0.75,NYI,5on5,last 20 games
offense_p60_perc,0.42,NYI,5on5,last 20 games
defense_p60_perc,0.66,NYI,5on5,last 20 games
cum_dif_p60_perc,0.58,NYI,5on5,last 20 games
offense,93.47999999999999,NYI,5on5,last 20 games
defense,91.03999999999999,NYI,5on5,last 20 games
cum_dif,2.4399999999999977,NYI,5on5,last 20 games
Points,0.55,NYI,5on5,last 10 games
Goals For,0.64,NYI,5on5,last 10 games
Goal Differential,0.77,NYI,5on5,last 10 games
Shooting %,0.89,NYI,5on5,last 10 games
Save %,0.81,NYI,5on5,last 10 games
sv%,0.925,NYI,5on5,last 10 games
Blocked shot attempt %,0.2,NYI,5on5,last 10 games
Blocked shot attempt % against,0.34,NYI,5on5,last 10 games
Expected Goals For,0.36,NYI,5on5,last 10 games
XG Differential,0.36,NYI,5on5,last 10 games
Shot (FW) Volume,0.19,NYI,5on5,last 10 games
Shot (FW) Differential,0.16,NYI,5on5,last 10 games
Penalty Differential,0.52,NYI,5on5,last 10 games
offense_p60_perc,0.5,NYI,5on5,last 10 games
defense_p60_perc,0.62,NYI,5on5,last 10 games
cum_dif_p60_perc,0.62,NYI,5on5,last 10 games
offense,48.760000000000005,NYI,5on5,last 10 games
defense,44.91,NYI,5on5,last 10 games
cum_dif,3.8500000000000085,NYI,5on5,last 10 games
Points,0.66,NYI,5on5,last 5 games
Goals For,0.5,NYI,5on5,last 5 games
Goal Differential,0.78,NYI,5on5,last 5 games
Shooting %,0.62,NYI,5on5,last 5 games
Save %,0.84,NYI,5on5,last 5 games
sv%,0.934,NYI,5on5,last 5 games
Blocked shot attempt %,0.25,NYI,5on5,last 5 games
Blocked shot attempt % against,0.44,NYI,5on5,last 5 games
Expected Goals For,0.39,NYI,5on5,last 5 games
XG Differential,0.59,NYI,5on5,last 5 games
Shot (FW) Volume,0.22,NYI,5on5,last 5 games
Shot (FW) Differential,0.19,NYI,5on5,last 5 games
Penalty Differential,0.34,NYI,5on5,last 5 games
offense_p60_perc,0.33,NYI,5on5,last 5 games
defense_p60_perc,0.86,NYI,5on5,last 5 games
cum_dif_p60_perc,0.72,NYI,5on5,last 5 games
offense,21.97,NYI,5on5,last 5 games
defense,18.85,NYI,5on5,last 5 games
cum_dif,3.1199999999999974,NYI,5on5,last 5 games
Points,0.56,NYI,4on5,all
Goals For,0.34,NYI,4on5,all
Goal Differential,0.84,NYI,4on5,all
Shooting %,0.53,NYI,4on5,all
Save %,1.0,NYI,4on5,all
sv%,0.902,NYI,4on5,all
Blocked shot attempt %,0.16,NYI,4on5,all
Blocked shot attempt % against,0.88,NYI,4on5,all
Expected Goals For,0.36,NYI,4on5,all
XG Differential,0.66,NYI,4on5,all
Shot (FW) Volume,0.14,NYI,4on5,all
Shot (FW) Differential,0.34,NYI,4on5,all
Penalty Differential,0.53,NYI,4on5,all
offense_p60_perc,0.31,NYI,4on5,all
defense_p60_perc,0.81,NYI,4on5,all
cum_dif_p60_perc,0.77,NYI,4on5,all
offense,8.690000000000001,NYI,4on5,all
defense,60.41,NYI,4on5,all
cum_dif,-51.72,NYI,4on5,all
Points,0.48,NYI,4on5,last 20 games
Goals For,0.44,NYI,4on5,last 20 games
Goal Differential,0.61,NYI,4on5,last 20 games
Shooting %,0.73,NYI,4on5,last 20 games
Save %,0.77,NYI,4on5,last 20 games
sv%,0.9,NYI,4on5,last 20 games
Blocked shot attempt %,0.7,NYI,4on5,last 20 games
Blocked shot attempt % against,0.69,NYI,4on5,last 20 games
Expected Goals For,0.03,NYI,4on5,last 20 games
XG Differential,0.22,NYI,4on5,last 20 games
Shot (FW) Volume,0.09,NYI,4on5,last 20 games
Shot (FW) Differential,0.19,NYI,4on5,last 20 games
Penalty Differential,0.19,NYI,4on5,last 20 games
offense_p60_perc,0.11,NYI,4on5,last 20 games
defense_p60_perc,0.58,NYI,4on5,last 20 games
cum_dif_p60_perc,0.41,NYI,4on5,last 20 games
offense,1.43,NYI,4on5,last 20 games
defense,20.08,NYI,4on5,last 20 games
cum_dif,-18.65,NYI,4on5,last 20 games
Points,0.55,NYI,4on5,last 10 games
Goals For,0.62,NYI,4on5,last 10 games
Goal Differential,0.38,NYI,4on5,last 10 games
Shooting %,0.98,NYI,4on5,last 10 games
Save %,0.56,NYI,4on5,last 10 games
sv%,0.875,NYI,4on5,last 10 games
Blocked shot attempt %,0.92,NYI,4on5,last 10 games
Blocked shot attempt % against,0.45,NYI,4on5,last 10 games
Expected Goals For,0.03,NYI,4on5,last 10 games
XG Differential,0.25,NYI,4on5,last 10 games
Shot (FW) Volume,0.06,NYI,4on5,last 10 games
Shot (FW) Differential,0.12,NYI,4on5,last 10 games
Penalty Differential,0.22,NYI,4on5,last 10 games
offense_p60_perc,0.36,NYI,4on5,last 10 games
defense_p60_perc,0.41,NYI,4on5,last 10 games
cum_dif_p60_perc,0.28,NYI,4on5,last 10 games
offense,1.22,NYI,4on5,last 10 games
defense,11.58,NYI,4on5,last 10 games
cum_dif,-10.36,NYI,4on5,last 10 games
Points,0.66,NYI,4on5,last 5 games
Goals For,0.77,NYI,4on5,last 5 games
Goal Differential,0.52,NYI,4on5,last 5 games
Shooting %,0.97,NYI,4on5,last 5 games
Save %,0.33,NYI,4on5,last 5 games
sv%,0.87,NYI,4on5,last 5 games
Blocked shot attempt %,0.83,NYI,4on5,last 5 games
Blocked shot attempt % against,0.56,NYI,4on5,last 5 games
Expected Goals For,0.33,NYI,4on5,last 5 games
XG Differential,0.28,NYI,4on5,last 5 games
Shot (FW) Volume,0.47,NYI,4on5,last 5 games
Shot (FW) Differential,0.28,NYI,4on5,last 5 games
Penalty Differential,0.38,NYI,4on5,last 5 games
offense_p60_perc,0.62,NYI,4on5,last 5 games
defense_p60_perc,0.41,NYI,4on5,last 5 games
cum_dif_p60_perc,0.38,NYI,4on5,last 5 games
offense,1.22,NYI,4on5,last 5 games
defense,6.08,NYI,4on5,last 5 games
cum_dif,-4.86,NYI,4on5,last 5 games
Points,0.56,NYI,5on4,all
Goals For,0.06,NYI,5on4,all
Goal Differential,0.09,NYI,5on4,all
Shooting %,0.03,NYI,5on4,all
Save %,0.53,NYI,5on4,all
sv%,0.912,NYI,5on4,all
Blocked shot attempt %,0.28,NYI,5on4,all
Blocked shot attempt % against,0.59,NYI,5on4,all
Expected Goals For,0.5,NYI,5on4,all
XG Differential,0.61,NYI,5on4,all
Shot (FW) Volume,0.41,NYI,5on4,all
Shot (FW) Differential,0.44,NYI,5on4,all
Penalty Differential,0.64,NYI,5on4,all
offense_p60_perc,0.19,NYI,5on4,all
defense_p60_perc,0.75,NYI,5on4,all
cum_dif_p60_perc,0.25,NYI,5on4,all
offense,61.2,NYI,5on4,all
defense,8.85,NYI,5on4,all
cum_dif,52.35,NYI,5on4,all
Points,0.48,NYI,5on4,last 20 games
Goals For,0.12,NYI,5on4,last 20 games
Goal Differential,0.28,NYI,5on4,last 20 games
Shooting %,0.12,NYI,5on4,last 20 games
Save %,0.92,NYI,5on4,last 20 games
sv%,1.0,NYI,5on4,last 20 games
Blocked shot attempt %,0.16,NYI,5on4,last 20 games
Blocked shot attempt % against,0.91,NYI,5on4,last 20 games
Expected Goals For,0.14,NYI,5on4,last 20 games
XG Differential,0.38,NYI,5on4,last 20 games
Shot (FW) Volume,0.16,NYI,5on4,last 20 games
Shot (FW) Differential,0.25,NYI,5on4,last 20 games
Penalty Differential,0.3,NYI,5on4,last 20 games
offense_p60_perc,0.09,NYI,5on4,last 20 games
defense_p60_perc,0.86,NYI,5on4,last 20 games
cum_dif_p60_perc,0.31,NYI,5on4,last 20 games
offense,14.14,NYI,5on4,last 20 games
defense,0.97,NYI,5on4,last 20 games
cum_dif,13.17,NYI,5on4,last 20 games
Points,0.55,NYI,5on4,last 10 games
Goals For,0.5,NYI,5on4,last 10 games
Goal Differential,0.66,NYI,5on4,last 10 games
Shooting %,0.44,NYI,5on4,last 10 games
Save %,0.81,NYI,5on4,last 10 games
sv%,1.0,NYI,5on4,last 10 games
Blocked shot attempt %,0.3,NYI,5on4,last 10 games
Blocked shot attempt % against,0.86,NYI,5on4,last 10 games
Expected Goals For,0.53,NYI,5on4,last 10 games
XG Differential,0.58,NYI,5on4,last 10 games
Shot (FW) Volume,0.25,NYI,5on4,last 10 games
Shot (FW) Differential,0.41,NYI,5on4,last 10 games
Penalty Differential,0.28,NYI,5on4,last 10 games
offense_p60_perc,0.56,NYI,5on4,last 10 games
defense_p60_perc,0.81,NYI,5on4,last 10 games
cum_dif_p60_perc,0.66,NYI,5on4,last 10 games
offense,9.74,NYI,5on4,last 10 games
defense,0.53,NYI,5on4,last 10 games
cum_dif,9.21,NYI,5on4,last 10 games
Points,0.66,NYI,5on4,last 5 games
Goals For,0.25,NYI,5on4,last 5 games
Goal Differential,0.28,NYI,5on4,last 5 games
Shooting %,0.34,NYI,5on4,last 5 games
Save %,0.73,NYI,5on4,last 5 games
sv%,1.0,NYI,5on4,last 5 games
Blocked shot attempt %,0.31,NYI,5on4,last 5 games
Blocked shot attempt % against,0.94,NYI,5on4,last 5 games
Expected Goals For,0.2,NYI,5on4,last 5 games
XG Differential,0.34,NYI,5on4,last 5 games
Shot (FW) Volume,0.06,NYI,5on4,last 5 games
Shot (FW) Differential,0.12,NYI,5on4,last 5 games
Penalty Differential,0.22,NYI,5on4,last 5 games
offense_p60_perc,0.19,NYI,5on4,last 5 games
defense_p60_perc,0.72,NYI,5on4,last 5 games
cum_dif_p60_perc,0.25,NYI,5on4,last 5 games
offense,2.55,NYI,5on4,last 5 games
defense,0.23,NYI,5on4,last 5 games
cum_dif,2.32,NYI,5on4,last 5 games
Points,0.84,NYR,all,all
Goals For,0.67,NYR,all,all
Goal Differential,0.8,NYR,all,all
Shooting %,0.69,NYR,all,all
Save %,0.64,NYR,all,all
sv%,0.906,NYR,all,all
Blocked shot attempt %,0.7,NYR,all,all
Blocked shot attempt % against,0.66,NYR,all,all
Expected Goals For,0.42,NYR,all,all
XG Differential,0.59,NYR,all,all
Shot (FW) Volume,0.78,NYR,all,all
Shot (FW) Differential,0.88,NYR,all,all
Penalty Differential,0.83,NYR,all,all
offense_p60_perc,0.62,NYR,all,all
defense_p60_perc,0.75,NYR,all,all
cum_dif_p60_perc,0.75,NYR,all,all
offense,389.28,NYR,all,all
defense,347.06,NYR,all,all
cum_dif,42.21999999999997,NYR,all,all
Points,0.81,NYR,all,last 20 games
Goals For,0.7,NYR,all,last 20 games
Goal Differential,0.73,NYR,all,last 20 games
Shooting %,0.75,NYR,all,last 20 games
Save %,0.47,NYR,all,last 20 games
sv%,0.901,NYR,all,last 20 games
Blocked shot attempt %,0.5,NYR,all,last 20 games
Blocked shot attempt % against,0.66,NYR,all,last 20 games
Expected Goals For,0.66,NYR,all,last 20 games
XG Differential,0.72,NYR,all,last 20 games
Shot (FW) Volume,0.67,NYR,all,last 20 games
Shot (FW) Differential,0.72,NYR,all,last 20 games
Penalty Differential,0.81,NYR,all,last 20 games
offense_p60_perc,0.61,NYR,all,last 20 games
defense_p60_perc,0.62,NYR,all,last 20 games
cum_dif_p60_perc,0.75,NYR,all,last 20 games
offense,135.67000000000002,NYR,all,last 20 games
defense,121.14,NYR,all,last 20 games
cum_dif,14.530000000000015,NYR,all,last 20 games
Points,0.7,NYR,all,last 10 games
Goals For,0.91,NYR,all,last 10 games
Goal Differential,0.61,NYR,all,last 10 games
Shooting %,1.0,NYR,all,last 10 games
Save %,0.19,NYR,all,last 10 games
sv%,0.874,NYR,all,last 10 games
Blocked shot attempt %,0.84,NYR,all,last 10 games
Blocked shot attempt % against,0.47,NYR,all,last 10 games
Expected Goals For,0.62,NYR,all,last 10 games
XG Differential,0.64,NYR,all,last 10 games
Shot (FW) Volume,0.27,NYR,all,last 10 games
Shot (FW) Differential,0.53,NYR,all,last 10 games
Penalty Differential,0.69,NYR,all,last 10 games
offense_p60_perc,0.81,NYR,all,last 10 games
defense_p60_perc,0.47,NYR,all,last 10 games
cum_dif_p60_perc,0.66,NYR,all,last 10 games
offense,72.03,NYR,all,last 10 games
defense,65.94,NYR,all,last 10 games
cum_dif,6.090000000000003,NYR,all,last 10 games
Points,0.14,NYR,all,last 5 games
Goals For,0.2,NYR,all,last 5 games
Goal Differential,0.12,NYR,all,last 5 games
Shooting %,0.2,NYR,all,last 5 games
Save %,0.12,NYR,all,last 5 games
sv%,0.855,NYR,all,last 5 games
Blocked shot attempt %,0.47,NYR,all,last 5 games
Blocked shot attempt % against,0.36,NYR,all,last 5 games
Expected Goals For,0.64,NYR,all,last 5 games
XG Differential,0.7,NYR,all,last 5 games
Shot (FW) Volume,0.56,NYR,all,last 5 games
Shot (FW) Differential,0.77,NYR,all,last 5 games
Penalty Differential,0.88,NYR,all,last 5 games
offense_p60_perc,0.39,NYR,all,last 5 games
defense_p60_perc,0.38,NYR,all,last 5 games
cum_dif_p60_perc,0.33,NYR,all,last 5 games
offense,29.33,NYR,all,last 5 games
defense,33.88,NYR,all,last 5 games
cum_dif,-4.550000000000004,NYR,all,last 5 games
Points,0.84,NYR,5on5,all
Goals For,0.56,NYR,5on5,all
Goal Differential,0.78,NYR,5on5,all
Shooting %,0.67,NYR,5on5,all
Save %,0.66,NYR,5on5,all
sv%,0.914,NYR,5on5,all
Blocked shot attempt %,0.41,NYR,5on5,all
Blocked shot attempt % against,0.69,NYR,5on5,all
Expected Goals For,0.3,NYR,5on5,all
XG Differential,0.47,NYR,5on5,all
Shot (FW) Volume,0.38,NYR,5on5,all
Shot (FW) Differential,0.73,NYR,5on5,all
Penalty Differential,0.34,NYR,5on5,all
offense_p60_perc,0.39,NYR,5on5,all
defense_p60_perc,0.8,NYR,5on5,all
cum_dif_p60_perc,0.64,NYR,5on5,all
offense,274.37,NYR,5on5,all
defense,252.69,NYR,5on5,all
cum_dif,21.680000000000007,NYR,5on5,all
Points,0.81,NYR,5on5,last 20 games
Goals For,0.64,NYR,5on5,last 20 games
Goal Differential,0.72,NYR,5on5,last 20 games
Shooting %,0.81,NYR,5on5,last 20 games
Save %,0.66,NYR,5on5,last 20 games
sv%,0.914,NYR,5on5,last 20 games
Blocked shot attempt %,0.33,NYR,5on5,last 20 games
Blocked shot attempt % against,0.66,NYR,5on5,last 20 games
Expected Goals For,0.3,NYR,5on5,last 20 games
XG Differential,0.45,NYR,5on5,last 20 games
Shot (FW) Volume,0.31,NYR,5on5,last 20 games
Shot (FW) Differential,0.61,NYR,5on5,last 20 games
Penalty Differential,0.23,NYR,5on5,last 20 games
offense_p60_perc,0.56,NYR,5on5,last 20 games
defense_p60_perc,0.73,NYR,5on5,last 20 games
cum_dif_p60_perc,0.69,NYR,5on5,last 20 games
offense,97.88,NYR,5on5,last 20 games
defense,87.68,NYR,5on5,last 20 games
cum_dif,10.199999999999989,NYR,5on5,last 20 games
Points,0.7,NYR,5on5,last 10 games
Goals For,0.72,NYR,5on5,last 10 games
Goal Differential,0.61,NYR,5on5,last 10 games
Shooting %,1.0,NYR,5on5,last 10 games
Save %,0.19,NYR,5on5,last 10 games
sv%,0.884,NYR,5on5,last 10 games
Blocked shot attempt %,0.81,NYR,5on5,last 10 games
Blocked shot attempt % against,0.5,NYR,5on5,last 10 games
Expected Goals For,0.27,NYR,5on5,last 10 games
XG Differential,0.48,NYR,5on5,last 10 games
Shot (FW) Volume,0.16,NYR,5on5,last 10 games
Shot (FW) Differential,0.47,NYR,5on5,last 10 games
Penalty Differential,0.52,NYR,5on5,last 10 games
offense_p60_perc,0.55,NYR,5on5,last 10 games
defense_p60_perc,0.48,NYR,5on5,last 10 games
cum_dif_p60_perc,0.47,NYR,5on5,last 10 games
offense,50.46,NYR,5on5,last 10 games
defense,48.69,NYR,5on5,last 10 games
cum_dif,1.7700000000000031,NYR,5on5,last 10 games
Points,0.14,NYR,5on5,last 5 games
Goals For,0.19,NYR,5on5,last 5 games
Goal Differential,0.16,NYR,5on5,last 5 games
Shooting %,0.22,NYR,5on5,last 5 games
Save %,0.14,NYR,5on5,last 5 games
sv%,0.87,NYR,5on5,last 5 games
Blocked shot attempt %,0.55,NYR,5on5,last 5 games
Blocked shot attempt % against,0.41,NYR,5on5,last 5 games
Expected Goals For,0.28,NYR,5on5,last 5 games
XG Differential,0.52,NYR,5on5,last 5 games
Shot (FW) Volume,0.47,NYR,5on5,last 5 games
Shot (FW) Differential,0.62,NYR,5on5,last 5 games
Penalty Differential,0.59,NYR,5on5,last 5 games
offense_p60_perc,0.16,NYR,5on5,last 5 games
defense_p60_perc,0.41,NYR,5on5,last 5 games
cum_dif_p60_perc,0.28,NYR,5on5,last 5 games
offense,19.75,NYR,5on5,last 5 games
defense,25.14,NYR,5on5,last 5 games
cum_dif,-5.390000000000001,NYR,5on5,last 5 games
Points,0.84,NYR,4on5,all
Goals For,0.81,NYR,4on5,all
Goal Differential,0.73,NYR,4on5,all
Shooting %,0.75,NYR,4on5,all
Save %,0.5,NYR,4on5,all
sv%,0.867,NYR,4on5,all
Blocked shot attempt %,0.45,NYR,4on5,all
Blocked shot attempt % against,0.5,NYR,4on5,all
Expected Goals For,0.97,NYR,4on5,all
XG Differential,0.59,NYR,4on5,all
Shot (FW) Volume,0.97,NYR,4on5,all
Shot (FW) Differential,0.91,NYR,4on5,all
Penalty Differential,0.91,NYR,4on5,all
offense_p60_perc,0.84,NYR,4on5,all
defense_p60_perc,0.5,NYR,4on5,all
cum_dif_p60_perc,0.67,NYR,4on5,all
offense,15.35,NYR,4on5,all
defense,62.88,NYR,4on5,all
cum_dif,-47.53,NYR,4on5,all
Points,0.81,NYR,4on5,last 20 games
Goals For,0.77,NYR,4on5,last 20 games
Goal Differential,0.12,NYR,4on5,last 20 games
Shooting %,0.69,NYR,4on5,last 20 games
Save %,0.09,NYR,4on5,last 20 games
sv%,0.824,NYR,4on5,last 20 games
Blocked shot attempt %,0.09,NYR,4on5,last 20 games
Blocked shot attempt % against,0.45,NYR,4on5,last 20 games
Expected Goals For,0.86,NYR,4on5,last 20 games
XG Differential,0.16,NYR,4on5,last 20 games
Shot (FW) Volume,0.69,NYR,4on5,last 20 games
Shot (FW) Differential,0.5,NYR,4on5,last 20 games
Penalty Differential,0.8,NYR,4on5,last 20 games
offense_p60_perc,0.81,NYR,4on5,last 20 games
defense_p60_perc,0.19,NYR,4on5,last 20 games
cum_dif_p60_perc,0.12,NYR,4on5,last 20 games
offense,4.43,NYR,4on5,last 20 games
defense,25.18,NYR,4on5,last 20 games
cum_dif,-20.75,NYR,4on5,last 20 games
Points,0.7,NYR,4on5,last 10 games
Goals For,0.88,NYR,4on5,last 10 games
Goal Differential,0.22,NYR,4on5,last 10 games
Shooting %,0.89,NYR,4on5,last 10 games
Save %,0.03,NYR,4on5,last 10 games
sv%,0.765,NYR,4on5,last 10 games
Blocked shot attempt %,0.22,NYR,4on5,last 10 games
Blocked shot attempt % against,0.81,NYR,4on5,last 10 games
Expected Goals For,0.8,NYR,4on5,last 10 games
XG Differential,0.5,NYR,4on5,last 10 games
Shot (FW) Volume,0.5,NYR,4on5,last 10 games
Shot (FW) Differential,0.69,NYR,4on5,last 10 games
Penalty Differential,0.61,NYR,4on5,last 10 games
offense_p60_perc,0.91,NYR,4on5,last 10 games
defense_p60_perc,0.19,NYR,4on5,last 10 games
cum_dif_p60_perc,0.34,NYR,4on5,last 10 games
offense,3.4699999999999998,NYR,4on5,last 10 games
defense,13.68,NYR,4on5,last 10 games
cum_dif,-10.21,NYR,4on5,last 10 games
Points,0.14,NYR,4on5,last 5 games
Goals For,0.31,NYR,4on5,last 5 games
Goal Differential,0.19,NYR,4on5,last 5 games
Shooting %,0.31,NYR,4on5,last 5 games
Save %,0.12,NYR,4on5,last 5 games
sv%,0.75,NYR,4on5,last 5 games
Blocked shot attempt %,0.17,NYR,4on5,last 5 games
Blocked shot attempt % against,0.39,NYR,4on5,last 5 games
Expected Goals For,0.53,NYR,4on5,last 5 games
XG Differential,0.33,NYR,4on5,last 5 games
Shot (FW) Volume,0.56,NYR,4on5,last 5 games
Shot (FW) Differential,0.59,NYR,4on5,last 5 games
Penalty Differential,0.78,NYR,4on5,last 5 games
offense_p60_perc,0.44,NYR,4on5,last 5 games
defense_p60_perc,0.28,NYR,4on5,last 5 games
cum_dif_p60_perc,0.25,NYR,4on5,last 5 games
offense,0.46,NYR,4on5,last 5 games
defense,7.0600000000000005,NYR,4on5,last 5 games
cum_dif,-6.6000000000000005,NYR,4on5,last 5 games
Points,0.84,NYR,5on4,all
Goals For,0.66,NYR,5on4,all
Goal Differential,0.72,NYR,5on4,all
Shooting %,0.31,NYR,5on4,all
Save %,0.75,NYR,5on4,all
sv%,0.933,NYR,5on4,all
Blocked shot attempt %,0.95,NYR,5on4,all
Blocked shot attempt % against,0.78,NYR,5on4,all
Expected Goals For,0.88,NYR,5on4,all
XG Differential,0.91,NYR,5on4,all
Shot (FW) Volume,1.0,NYR,5on4,all
Shot (FW) Differential,1.0,NYR,5on4,all
Penalty Differential,1.0,NYR,5on4,all
offense_p60_perc,0.75,NYR,5on4,all
defense_p60_perc,0.83,NYR,5on4,all
cum_dif_p60_perc,0.78,NYR,5on4,all
offense,77.4,NYR,5on4,all
defense,7.72,NYR,5on4,all
cum_dif,69.68,NYR,5on4,all
Points,0.81,NYR,5on4,last 20 games
Goals For,0.47,NYR,5on4,last 20 games
Goal Differential,0.62,NYR,5on4,last 20 games
Shooting %,0.33,NYR,5on4,last 20 games
Save %,0.92,NYR,5on4,last 20 games
sv%,1.0,NYR,5on4,last 20 games
Blocked shot attempt %,0.77,NYR,5on4,last 20 games
Blocked shot attempt % against,0.78,NYR,5on4,last 20 games
Expected Goals For,0.91,NYR,5on4,last 20 games
XG Differential,0.91,NYR,5on4,last 20 games
Shot (FW) Volume,0.97,NYR,5on4,last 20 games
Shot (FW) Differential,1.0,NYR,5on4,last 20 games
Penalty Differential,0.84,NYR,5on4,last 20 games
offense_p60_perc,0.72,NYR,5on4,last 20 games
defense_p60_perc,0.86,NYR,5on4,last 20 games
cum_dif_p60_perc,0.78,NYR,5on4,last 20 games
offense,22.34,NYR,5on4,last 20 games
defense,0.96,NYR,5on4,last 20 games
cum_dif,21.38,NYR,5on4,last 20 games
Points,0.7,NYR,5on4,last 10 games
Goals For,0.78,NYR,5on4,last 10 games
Goal Differential,0.84,NYR,5on4,last 10 games
Shooting %,0.67,NYR,5on4,last 10 games
Save %,0.81,NYR,5on4,last 10 games
sv%,1.0,NYR,5on4,last 10 games
Blocked shot attempt %,0.7,NYR,5on4,last 10 games
Blocked shot attempt % against,0.56,NYR,5on4,last 10 games
Expected Goals For,0.97,NYR,5on4,last 10 games
XG Differential,0.97,NYR,5on4,last 10 games
Shot (FW) Volume,0.94,NYR,5on4,last 10 games
Shot (FW) Differential,0.94,NYR,5on4,last 10 games
Penalty Differential,0.86,NYR,5on4,last 10 games
offense_p60_perc,0.91,NYR,5on4,last 10 games
defense_p60_perc,0.84,NYR,5on4,last 10 games
cum_dif_p60_perc,0.94,NYR,5on4,last 10 games
offense,14.09,NYR,5on4,last 10 games
defense,0.4,NYR,5on4,last 10 games
cum_dif,13.69,NYR,5on4,last 10 games
Points,0.14,NYR,5on4,last 5 games
Goals For,0.41,NYR,5on4,last 5 games
Goal Differential,0.56,NYR,5on4,last 5 games
