label,value,team,situation,n_games,matchup,home_away
Blocked shot attempt % against,0.55,CHI,all,all,CHI@ARI,away
Expected Goals For,0.05,CHI,all,all,CHI@ARI,away
XG Differential,0.12,CHI,all,all,CHI@ARI,away
Shot (FW) Volume,0.06,CHI,all,all,CHI@ARI,away
Shot (FW) Differential,0.09,CHI,all,all,CHI@ARI,away
Penalty Differential,0.61,CHI,all,all,CHI@ARI,away
offense_p60_perc,0.05,CHI,all,all,CHI@ARI,away
defense_p60_perc,0.25,CHI,all,all,CHI@ARI,away
cum_dif_p60_perc,0.11,CHI,all,all,CHI@ARI,away
offense,301.74,CHI,all,all,CHI@ARI,away
defense,416.62,CHI,all,all,CHI@ARI,away
cum_dif,-114.88,CHI,all,all,CHI@ARI,away
Points,0.55,CHI,all,last 20 games,CHI@ARI,away
Goals For,0.47,CHI,all,last 20 games,CHI@ARI,away
Goal Differential,0.31,CHI,all,last 20 games,CHI@ARI,away
Shooting %,0.75,CHI,all,last 20 games,CHI@ARI,away
Save %,0.44,CHI,all,last 20 games,CHI@ARI,away
sv%,0.9,CHI,all,last 20 games,CHI@ARI,away
Blocked shot attempt %,0.97,CHI,all,last 20 games,CHI@ARI,away
Blocked shot attempt % against,0.45,CHI,all,last 20 games,CHI@ARI,away
Expected Goals For,0.06,CHI,all,last 20 games,CHI@ARI,away
XG Differential,0.09,CHI,all,last 20 games,CHI@ARI,away
Shot (FW) Volume,0.06,CHI,all,last 20 games,CHI@ARI,away
Shot (FW) Differential,0.12,CHI,all,last 20 games,CHI@ARI,away
Penalty Differential,0.64,CHI,all,last 20 games,CHI@ARI,away
offense_p60_perc,0.25,CHI,all,last 20 games,CHI@ARI,away
defense_p60_perc,0.22,CHI,all,last 20 games,CHI@ARI,away
cum_dif_p60_perc,0.22,CHI,all,last 20 games,CHI@ARI,away
offense,114.78999999999999,CHI,all,last 20 games,CHI@ARI,away
defense,142.01,CHI,all,last 20 games,CHI@ARI,away
cum_dif,-27.22,CHI,all,last 20 games,CHI@ARI,away
Points,0.58,CHI,all,last 10 games,CHI@ARI,away
Goals For,0.25,CHI,all,last 10 games,CHI@ARI,away
Goal Differential,0.25,CHI,all,last 10 games,CHI@ARI,away
Shooting %,0.25,CHI,all,last 10 games,CHI@ARI,away
Save %,0.47,CHI,all,last 10 games,CHI@ARI,away
sv%,0.902,CHI,all,last 10 games,CHI@ARI,away
Blocked shot attempt %,1.0,CHI,all,last 10 games,CHI@ARI,away
Blocked shot attempt % against,0.56,CHI,all,last 10 games,CHI@ARI,away
Expected Goals For,0.11,CHI,all,last 10 games,CHI@ARI,away
XG Differential,0.11,CHI,all,last 10 games,CHI@ARI,away
Shot (FW) Volume,0.34,CHI,all,last 10 games,CHI@ARI,away
Shot (FW) Differential,0.31,CHI,all,last 10 games,CHI@ARI,away
Penalty Differential,0.89,CHI,all,last 10 games,CHI@ARI,away
offense_p60_perc,0.11,CHI,all,last 10 games,CHI@ARI,away
defense_p60_perc,0.36,CHI,all,last 10 games,CHI@ARI,away
cum_dif_p60_perc,0.16,CHI,all,last 10 games,CHI@ARI,away
offense,53.989999999999995,CHI,all,last 10 games,CHI@ARI,away
defense,70.25,CHI,all,last 10 games,CHI@ARI,away
cum_dif,-16.260000000000005,CHI,all,last 10 games,CHI@ARI,away
Points,0.84,CHI,all,last 5 games,CHI@ARI,away
Goals For,0.53,CHI,all,last 5 games,CHI@ARI,away
Goal Differential,0.61,CHI,all,last 5 games,CHI@ARI,away
Shooting %,0.55,CHI,all,last 5 games,CHI@ARI,away
Save %,0.77,CHI,all,last 5 games,CHI@ARI,away
sv%,0.92,CHI,all,last 5 games,CHI@ARI,away
Blocked shot attempt %,1.0,CHI,all,last 5 games,CHI@ARI,away
Blocked shot attempt % against,0.64,CHI,all,last 5 games,CHI@ARI,away
Expected Goals For,0.31,CHI,all,last 5 games,CHI@ARI,away
XG Differential,0.25,CHI,all,last 5 games,CHI@ARI,away
Shot (FW) Volume,0.44,CHI,all,last 5 games,CHI@ARI,away
Shot (FW) Differential,0.25,CHI,all,last 5 games,CHI@ARI,away
Penalty Differential,0.83,CHI,all,last 5 games,CHI@ARI,away
offense_p60_perc,0.56,CHI,all,last 5 games,CHI@ARI,away
defense_p60_perc,0.5,CHI,all,last 5 games,CHI@ARI,away
cum_dif_p60_perc,0.55,CHI,all,last 5 games,CHI@ARI,away
offense,31.16,CHI,all,last 5 games,CHI@ARI,away
defense,32.760000000000005,CHI,all,last 5 games,CHI@ARI,away
cum_dif,-1.600000000000005,CHI,all,last 5 games,CHI@ARI,away
Points,0.08,CHI,5on5,all,CHI@ARI,away
Goals For,0.03,CHI,5on5,all,CHI@ARI,away
Goal Differential,0.06,CHI,5on5,all,CHI@ARI,away
Shooting %,0.22,CHI,5on5,all,CHI@ARI,away
Save %,0.3,CHI,5on5,all,CHI@ARI,away
sv%,0.904,CHI,5on5,all,CHI@ARI,away
Blocked shot attempt %,0.59,CHI,5on5,all,CHI@ARI,away
Blocked shot attempt % against,0.44,CHI,5on5,all,CHI@ARI,away
Expected Goals For,0.03,CHI,5on5,all,CHI@ARI,away
XG Differential,0.08,CHI,5on5,all,CHI@ARI,away
Shot (FW) Volume,0.03,CHI,5on5,all,CHI@ARI,away
Shot (FW) Differential,0.06,CHI,5on5,all,CHI@ARI,away
Penalty Differential,0.89,CHI,5on5,all,CHI@ARI,away
offense_p60_perc,0.03,CHI,5on5,all,CHI@ARI,away
defense_p60_perc,0.16,CHI,5on5,all,CHI@ARI,away
cum_dif_p60_perc,0.06,CHI,5on5,all,CHI@ARI,away
offense,217.45,CHI,5on5,all,CHI@ARI,away
defense,319.44,CHI,5on5,all,CHI@ARI,away
cum_dif,-101.99000000000001,CHI,5on5,all,CHI@ARI,away
Points,0.55,CHI,5on5,last 20 games,CHI@ARI,away
Goals For,0.59,CHI,5on5,last 20 games,CHI@ARI,away
Goal Differential,0.28,CHI,5on5,last 20 games,CHI@ARI,away
Shooting %,0.92,CHI,5on5,last 20 games,CHI@ARI,away
Save %,0.3,CHI,5on5,last 20 games,CHI@ARI,away
sv%,0.902,CHI,5on5,last 20 games,CHI@ARI,away
Blocked shot attempt %,0.92,CHI,5on5,last 20 games,CHI@ARI,away
Blocked shot attempt % against,0.39,CHI,5on5,last 20 games,CHI@ARI,away
Expected Goals For,0.09,CHI,5on5,last 20 games,CHI@ARI,away
XG Differential,0.09,CHI,5on5,last 20 games,CHI@ARI,away
Shot (FW) Volume,0.09,CHI,5on5,last 20 games,CHI@ARI,away
Shot (FW) Differential,0.08,CHI,5on5,last 20 games,CHI@ARI,away
Penalty Differential,0.75,CHI,5on5,last 20 games,CHI@ARI,away
offense_p60_perc,0.3,CHI,5on5,last 20 games,CHI@ARI,away
defense_p60_perc,0.08,CHI,5on5,last 20 games,CHI@ARI,away
cum_dif_p60_perc,0.12,CHI,5on5,last 20 games,CHI@ARI,away
offense,92.28,CHI,5on5,last 20 games,CHI@ARI,away
defense,118.8,CHI,5on5,last 20 games,CHI@ARI,away
cum_dif,-26.519999999999996,CHI,5on5,last 20 games,CHI@ARI,away
Points,0.58,CHI,5on5,last 10 games,CHI@ARI,away
Goals For,0.22,CHI,5on5,last 10 games,CHI@ARI,away
Goal Differential,0.14,CHI,5on5,last 10 games,CHI@ARI,away
Shooting %,0.25,CHI,5on5,last 10 games,CHI@ARI,away
Save %,0.38,CHI,5on5,last 10 games,CHI@ARI,away
sv%,0.899,CHI,5on5,last 10 games,CHI@ARI,away
Blocked shot attempt %,1.0,CHI,5on5,last 10 games,CHI@ARI,away
Blocked shot attempt % against,0.53,CHI,5on5,last 10 games,CHI@ARI,away
Expected Goals For,0.2,CHI,5on5,last 10 games,CHI@ARI,away
XG Differential,0.11,CHI,5on5,last 10 games,CHI@ARI,away
Shot (FW) Volume,0.31,CHI,5on5,last 10 games,CHI@ARI,away
Shot (FW) Differential,0.25,CHI,5on5,last 10 games,CHI@ARI,away
Penalty Differential,0.94,CHI,5on5,last 10 games,CHI@ARI,away
offense_p60_perc,0.12,CHI,5on5,last 10 games,CHI@ARI,away
defense_p60_perc,0.16,CHI,5on5,last 10 games,CHI@ARI,away
cum_dif_p60_perc,0.12,CHI,5on5,last 10 games,CHI@ARI,away
offense,42.31,CHI,5on5,last 10 games,CHI@ARI,away
defense,58.39,CHI,5on5,last 10 games,CHI@ARI,away
cum_dif,-16.08,CHI,5on5,last 10 games,CHI@ARI,away
Points,0.84,CHI,5on5,last 5 games,CHI@ARI,away
Goals For,0.53,CHI,5on5,last 5 games,CHI@ARI,away
Goal Differential,0.58,CHI,5on5,last 5 games,CHI@ARI,away
Shooting %,0.59,CHI,5on5,last 5 games,CHI@ARI,away
Save %,0.75,CHI,5on5,last 5 games,CHI@ARI,away
sv%,0.923,CHI,5on5,last 5 games,CHI@ARI,away
Blocked shot attempt %,1.0,CHI,5on5,last 5 games,CHI@ARI,away
Blocked shot attempt % against,0.67,CHI,5on5,last 5 games,CHI@ARI,away
Expected Goals For,0.48,CHI,5on5,last 5 games,CHI@ARI,away
XG Differential,0.33,CHI,5on5,last 5 games,CHI@ARI,away
Shot (FW) Volume,0.34,CHI,5on5,last 5 games,CHI@ARI,away
Shot (FW) Differential,0.16,CHI,5on5,last 5 games,CHI@ARI,away
Penalty Differential,0.55,CHI,5on5,last 5 games,CHI@ARI,away
offense_p60_perc,0.44,CHI,5on5,last 5 games,CHI@ARI,away
defense_p60_perc,0.48,CHI,5on5,last 5 games,CHI@ARI,away
cum_dif_p60_perc,0.41,CHI,5on5,last 5 games,CHI@ARI,away
offense,24.1,CHI,5on5,last 5 games,CHI@ARI,away
defense,26.3,CHI,5on5,last 5 games,CHI@ARI,away
cum_dif,-2.1999999999999993,CHI,5on5,last 5 games,CHI@ARI,away
Points,0.08,CHI,4on5,all,CHI@ARI,away
Goals For,0.75,CHI,4on5,all,CHI@ARI,away
Goal Differential,0.34,CHI,4on5,all,CHI@ARI,away
Shooting %,0.69,CHI,4on5,all,CHI@ARI,away
Save %,0.12,CHI,4on5,all,CHI@ARI,away
sv%,0.841,CHI,4on5,all,CHI@ARI,away
Blocked shot attempt %,0.45,CHI,4on5,all,CHI@ARI,away
Blocked shot attempt % against,0.67,CHI,4on5,all,CHI@ARI,away
Expected Goals For,0.27,CHI,4on5,all,CHI@ARI,away
XG Differential,0.38,CHI,4on5,all,CHI@ARI,away
Shot (FW) Volume,0.47,CHI,4on5,all,CHI@ARI,away
Shot (FW) Differential,0.75,CHI,4on5,all,CHI@ARI,away
Penalty Differential,0.09,CHI,4on5,all,CHI@ARI,away
offense_p60_perc,0.56,CHI,4on5,all,CHI@ARI,away
defense_p60_perc,0.38,CHI,4on5,all,CHI@ARI,away
cum_dif_p60_perc,0.34,CHI,4on5,all,CHI@ARI,away
offense,9.9,CHI,4on5,all,CHI@ARI,away
defense,68.48,CHI,4on5,all,CHI@ARI,away
cum_dif,-58.580000000000005,CHI,4on5,all,CHI@ARI,away
Points,0.55,CHI,4on5,last 20 games,CHI@ARI,away
Goals For,0.78,CHI,4on5,last 20 games,CHI@ARI,away
Goal Differential,0.72,CHI,4on5,last 20 games,CHI@ARI,away
Shooting %,0.73,CHI,4on5,last 20 games,CHI@ARI,away
Save %,0.52,CHI,4on5,last 20 games,CHI@ARI,away
sv%,0.877,CHI,4on5,last 20 games,CHI@ARI,away
Blocked shot attempt %,0.23,CHI,4on5,last 20 games,CHI@ARI,away
Blocked shot attempt % against,0.56,CHI,4on5,last 20 games,CHI@ARI,away
Expected Goals For,0.2,CHI,4on5,last 20 games,CHI@ARI,away
XG Differential,0.78,CHI,4on5,last 20 games,CHI@ARI,away
Shot (FW) Volume,0.5,CHI,4on5,last 20 games,CHI@ARI,away
Shot (FW) Differential,0.78,CHI,4on5,last 20 games,CHI@ARI,away
Penalty Differential,0.22,CHI,4on5,last 20 games,CHI@ARI,away
offense_p60_perc,0.64,CHI,4on5,last 20 games,CHI@ARI,away
defense_p60_perc,0.78,CHI,4on5,last 20 games,CHI@ARI,away
cum_dif_p60_perc,0.77,CHI,4on5,last 20 games,CHI@ARI,away
offense,3.13,CHI,4on5,last 20 games,CHI@ARI,away
defense,15.52,CHI,4on5,last 20 games,CHI@ARI,away
cum_dif,-12.39,CHI,4on5,last 20 games,CHI@ARI,away
Points,0.58,CHI,4on5,last 10 games,CHI@ARI,away
Goals For,0.75,CHI,4on5,last 10 games,CHI@ARI,away
Goal Differential,0.31,CHI,4on5,last 10 games,CHI@ARI,away
Shooting %,0.67,CHI,4on5,last 10 games,CHI@ARI,away
Save %,0.22,CHI,4on5,last 10 games,CHI@ARI,away
sv%,0.828,CHI,4on5,last 10 games,CHI@ARI,away
Blocked shot attempt %,0.19,CHI,4on5,last 10 games,CHI@ARI,away
Blocked shot attempt % against,0.78,CHI,4on5,last 10 games,CHI@ARI,away
Expected Goals For,0.08,CHI,4on5,last 10 games,CHI@ARI,away
XG Differential,0.47,CHI,4on5,last 10 games,CHI@ARI,away
Shot (FW) Volume,0.36,CHI,4on5,last 10 games,CHI@ARI,away
Shot (FW) Differential,0.56,CHI,4on5,last 10 games,CHI@ARI,away
Penalty Differential,0.14,CHI,4on5,last 10 games,CHI@ARI,away
offense_p60_perc,0.5,CHI,4on5,last 10 games,CHI@ARI,away
defense_p60_perc,0.45,CHI,4on5,last 10 games,CHI@ARI,away
cum_dif_p60_perc,0.39,CHI,4on5,last 10 games,CHI@ARI,away
offense,1.32,CHI,4on5,last 10 games,CHI@ARI,away
defense,8.69,CHI,4on5,last 10 games,CHI@ARI,away
cum_dif,-7.369999999999999,CHI,4on5,last 10 games,CHI@ARI,away
Points,0.84,CHI,4on5,last 5 games,CHI@ARI,away
Goals For,0.31,CHI,4on5,last 5 games,CHI@ARI,away
Goal Differential,0.16,CHI,4on5,last 5 games,CHI@ARI,away
Shooting %,0.31,CHI,4on5,last 5 games,CHI@ARI,away
Save %,0.22,CHI,4on5,last 5 games,CHI@ARI,away
sv%,0.833,CHI,4on5,last 5 games,CHI@ARI,away
Blocked shot attempt %,0.3,CHI,4on5,last 5 games,CHI@ARI,away
Blocked shot attempt % against,0.5,CHI,4on5,last 5 games,CHI@ARI,away
Expected Goals For,0.22,CHI,4on5,last 5 games,CHI@ARI,away
XG Differential,0.19,CHI,4on5,last 5 games,CHI@ARI,away
Shot (FW) Volume,0.55,CHI,4on5,last 5 games,CHI@ARI,away
Shot (FW) Differential,0.22,CHI,4on5,last 5 games,CHI@ARI,away
Penalty Differential,0.53,CHI,4on5,last 5 games,CHI@ARI,away
offense_p60_perc,0.2,CHI,4on5,last 5 games,CHI@ARI,away
defense_p60_perc,0.19,CHI,4on5,last 5 games,CHI@ARI,away
cum_dif_p60_perc,0.12,CHI,4on5,last 5 games,CHI@ARI,away
offense,0.1,CHI,4on5,last 5 games,CHI@ARI,away
defense,5.279999999999999,CHI,4on5,last 5 games,CHI@ARI,away
cum_dif,-5.18,CHI,4on5,last 5 games,CHI@ARI,away
Points,0.08,CHI,5on4,all,CHI@ARI,away
Goals For,0.23,CHI,5on4,all,CHI@ARI,away
Goal Differential,0.19,CHI,5on4,all,CHI@ARI,away
Shooting %,0.28,CHI,5on4,all,CHI@ARI,away
Save %,0.12,CHI,5on4,all,CHI@ARI,away
sv%,0.84,CHI,5on4,all,CHI@ARI,away
Blocked shot attempt %,0.64,CHI,5on4,all,CHI@ARI,away
Blocked shot attempt % against,0.84,CHI,5on4,all,CHI@ARI,away
Expected Goals For,0.22,CHI,5on4,all,CHI@ARI,away
XG Differential,0.14,CHI,5on4,all,CHI@ARI,away
Shot (FW) Volume,0.22,CHI,5on4,all,CHI@ARI,away
Shot (FW) Differential,0.19,CHI,5on4,all,CHI@ARI,away
Penalty Differential,0.25,CHI,5on4,all,CHI@ARI,away
offense_p60_perc,0.19,CHI,5on4,all,CHI@ARI,away
defense_p60_perc,0.14,CHI,5on4,all,CHI@ARI,away
cum_dif_p60_perc,0.12,CHI,5on4,all,CHI@ARI,away
offense,57.31,CHI,5on4,all,CHI@ARI,away
defense,15.620000000000001,CHI,5on4,all,CHI@ARI,away
cum_dif,41.69,CHI,5on4,all,CHI@ARI,away
Points,0.55,CHI,5on4,last 20 games,CHI@ARI,away
Goals For,0.25,CHI,5on4,last 20 games,CHI@ARI,away
Goal Differential,0.22,CHI,5on4,last 20 games,CHI@ARI,away
Shooting %,0.28,CHI,5on4,last 20 games,CHI@ARI,away
Save %,0.17,CHI,5on4,last 20 games,CHI@ARI,away
sv%,0.818,CHI,5on4,last 20 games,CHI@ARI,away
Blocked shot attempt %,0.31,CHI,5on4,last 20 games,CHI@ARI,away
Blocked shot attempt % against,0.64,CHI,5on4,last 20 games,CHI@ARI,away
Expected Goals For,0.03,CHI,5on4,last 20 games,CHI@ARI,away
XG Differential,0.11,CHI,5on4,last 20 games,CHI@ARI,away
Shot (FW) Volume,0.16,CHI,5on4,last 20 games,CHI@ARI,away
Shot (FW) Differential,0.22,CHI,5on4,last 20 games,CHI@ARI,away
Penalty Differential,0.58,CHI,5on4,last 20 games,CHI@ARI,away
offense_p60_perc,0.12,CHI,5on4,last 20 games,CHI@ARI,away
defense_p60_perc,0.44,CHI,5on4,last 20 games,CHI@ARI,away
cum_dif_p60_perc,0.12,CHI,5on4,last 20 games,CHI@ARI,away
offense,13.85,CHI,5on4,last 20 games,CHI@ARI,away
defense,3.71,CHI,5on4,last 20 games,CHI@ARI,away
cum_dif,10.14,CHI,5on4,last 20 games,CHI@ARI,away
Points,0.58,CHI,5on4,last 10 games,CHI@ARI,away
Goals For,0.28,CHI,5on4,last 10 games,CHI@ARI,away
Goal Differential,0.44,CHI,5on4,last 10 games,CHI@ARI,away
Shooting %,0.41,CHI,5on4,last 10 games,CHI@ARI,away
Save %,0.8,CHI,5on4,last 10 games,CHI@ARI,away
sv%,1.0,CHI,5on4,last 10 games,CHI@ARI,away
Blocked shot attempt %,0.47,CHI,5on4,last 10 games,CHI@ARI,away
Blocked shot attempt % against,0.75,CHI,5on4,last 10 games,CHI@ARI,away
Expected Goals For,0.03,CHI,5on4,last 10 games,CHI@ARI,away
XG Differential,0.09,CHI,5on4,last 10 games,CHI@ARI,away
Shot (FW) Volume,0.12,CHI,5on4,last 10 games,CHI@ARI,away
Shot (FW) Differential,0.12,CHI,5on4,last 10 games,CHI@ARI,away
Penalty Differential,0.64,CHI,5on4,last 10 games,CHI@ARI,away
offense_p60_perc,0.11,CHI,5on4,last 10 games,CHI@ARI,away
defense_p60_perc,0.7,CHI,5on4,last 10 games,CHI@ARI,away
cum_dif_p60_perc,0.14,CHI,5on4,last 10 games,CHI@ARI,away
offense,6.859999999999999,CHI,5on4,last 10 games,CHI@ARI,away
defense,0.87,CHI,5on4,last 10 games,CHI@ARI,away
cum_dif,5.989999999999999,CHI,5on4,last 10 games,CHI@ARI,away
Points,0.84,CHI,5on4,last 5 games,CHI@ARI,away
Goals For,0.84,CHI,5on4,last 5 games,CHI@ARI,away
Goal Differential,0.88,CHI,5on4,last 5 games,CHI@ARI,away
Shooting %,0.94,CHI,5on4,last 5 games,CHI@ARI,away
Save %,0.72,CHI,5on4,last 5 games,CHI@ARI,away
sv%,1.0,CHI,5on4,last 5 games,CHI@ARI,away
Blocked shot attempt %,0.34,CHI,5on4,last 5 games,CHI@ARI,away
Blocked shot attempt % against,0.77,CHI,5on4,last 5 games,CHI@ARI,away
Expected Goals For,0.28,CHI,5on4,last 5 games,CHI@ARI,away
XG Differential,0.38,CHI,5on4,last 5 games,CHI@ARI,away
Shot (FW) Volume,0.06,CHI,5on4,last 5 games,CHI@ARI,away
Shot (FW) Differential,0.09,CHI,5on4,last 5 games,CHI@ARI,away
Penalty Differential,0.81,CHI,5on4,last 5 games,CHI@ARI,away
offense_p60_perc,0.66,CHI,5on4,last 5 games,CHI@ARI,away
defense_p60_perc,0.78,CHI,5on4,last 5 games,CHI@ARI,away
cum_dif_p60_perc,0.72,CHI,5on4,last 5 games,CHI@ARI,away
offense,6.05,CHI,5on4,last 5 games,CHI@ARI,away
defense,0.16,CHI,5on4,last 5 games,CHI@ARI,away
cum_dif,5.89,CHI,5on4,last 5 games,CHI@ARI,away
Points,0.39,DET,all,all,DET@OTT,away
Goals For,0.41,DET,all,all,DET@OTT,away
Goal Differential,0.33,DET,all,all,DET@OTT,away
Shooting %,0.78,DET,all,all,DET@OTT,away
Save %,0.45,DET,all,all,DET@OTT,away
sv%,0.898,DET,all,all,DET@OTT,away
Blocked shot attempt %,0.45,DET,all,all,DET@OTT,away
Blocked shot attempt % against,0.83,DET,all,all,DET@OTT,away
Expected Goals For,0.22,DET,all,all,DET@OTT,away
XG Differential,0.33,DET,all,all,DET@OTT,away
Shot (FW) Volume,0.19,DET,all,all,DET@OTT,away
Shot (FW) Differential,0.25,DET,all,all,DET@OTT,away
Penalty Differential,1.0,DET,all,all,DET@OTT,away
offense_p60_perc,0.25,DET,all,all,DET@OTT,away
defense_p60_perc,0.59,DET,all,all,DET@OTT,away
cum_dif_p60_perc,0.31,DET,all,all,DET@OTT,away
offense,349.1,DET,all,all,DET@OTT,away
defense,364.57,DET,all,all,DET@OTT,away
cum_dif,-15.46999999999997,DET,all,all,DET@OTT,away
Points,0.75,DET,all,last 20 games,DET@OTT,away
Goals For,0.56,DET,all,last 20 games,DET@OTT,away
Goal Differential,0.78,DET,all,last 20 games,DET@OTT,away
Shooting %,0.94,DET,all,last 20 games,DET@OTT,away
Save %,0.67,DET,all,last 20 games,DET@OTT,away
sv%,0.91,DET,all,last 20 games,DET@OTT,away
Blocked shot attempt %,0.34,DET,all,last 20 games,DET@OTT,away
Blocked shot attempt % against,0.88,DET,all,last 20 games,DET@OTT,away
Expected Goals For,0.19,DET,all,last 20 games,DET@OTT,away
XG Differential,0.36,DET,all,last 20 games,DET@OTT,away
Shot (FW) Volume,0.12,DET,all,last 20 games,DET@OTT,away
Shot (FW) Differential,0.22,DET,all,last 20 games,DET@OTT,away
Penalty Differential,0.91,DET,all,last 20 games,DET@OTT,away
offense_p60_perc,0.45,DET,all,last 20 games,DET@OTT,away
defense_p60_perc,0.78,DET,all,last 20 games,DET@OTT,away
cum_dif_p60_perc,0.64,DET,all,last 20 games,DET@OTT,away
offense,119.44,DET,all,last 20 games,DET@OTT,away
defense,113.14,DET,all,last 20 games,DET@OTT,away
cum_dif,6.299999999999997,DET,all,last 20 games,DET@OTT,away
Points,0.81,DET,all,last 10 games,DET@OTT,away
Goals For,0.56,DET,all,last 10 games,DET@OTT,away
Goal Differential,0.81,DET,all,last 10 games,DET@OTT,away
Shooting %,0.94,DET,all,last 10 games,DET@OTT,away
Save %,0.88,DET,all,last 10 games,DET@OTT,away
sv%,0.923,DET,all,last 10 games,DET@OTT,away
Blocked shot attempt %,0.64,DET,all,last 10 games,DET@OTT,away
Blocked shot attempt % against,0.73,DET,all,last 10 games,DET@OTT,away
Expected Goals For,0.16,DET,all,last 10 games,DET@OTT,away
XG Differential,0.3,DET,all,last 10 games,DET@OTT,away
Shot (FW) Volume,0.06,DET,all,last 10 games,DET@OTT,away
Shot (FW) Differential,0.09,DET,all,last 10 games,DET@OTT,away
Penalty Differential,0.83,DET,all,last 10 games,DET@OTT,away
offense_p60_perc,0.38,DET,all,last 10 games,DET@OTT,away
defense_p60_perc,0.77,DET,all,last 10 games,DET@OTT,away
cum_dif_p60_perc,0.66,DET,all,last 10 games,DET@OTT,away
offense,60.629999999999995,DET,all,last 10 games,DET@OTT,away
defense,54.64,DET,all,last 10 games,DET@OTT,away
cum_dif,5.989999999999995,DET,all,last 10 games,DET@OTT,away
Points,0.62,DET,all,last 5 games,DET@OTT,away
Goals For,0.41,DET,all,last 5 games,DET@OTT,away
Goal Differential,0.72,DET,all,last 5 games,DET@OTT,away
Shooting %,0.47,DET,all,last 5 games,DET@OTT,away
Save %,0.77,DET,all,last 5 games,DET@OTT,away
sv%,0.92,DET,all,last 5 games,DET@OTT,away
Blocked shot attempt %,0.33,DET,all,last 5 games,DET@OTT,away
Blocked shot attempt % against,0.97,DET,all,last 5 games,DET@OTT,away
Expected Goals For,0.42,DET,all,last 5 games,DET@OTT,away
XG Differential,0.5,DET,all,last 5 games,DET@OTT,away
Shot (FW) Volume,0.38,DET,all,last 5 games,DET@OTT,away
Shot (FW) Differential,0.44,DET,all,last 5 games,DET@OTT,away
Penalty Differential,0.89,DET,all,last 5 games,DET@OTT,away
offense_p60_perc,0.5,DET,all,last 5 games,DET@OTT,away
defense_p60_perc,0.78,DET,all,last 5 games,DET@OTT,away
cum_dif_p60_perc,0.69,DET,all,last 5 games,DET@OTT,away
offense,29.29,DET,all,last 5 games,DET@OTT,away
defense,27.09,DET,all,last 5 games,DET@OTT,away
cum_dif,2.1999999999999993,DET,all,last 5 games,DET@OTT,away
Points,0.39,DET,5on5,all,DET@OTT,away
Goals For,0.38,DET,5on5,all,DET@OTT,away
Goal Differential,0.45,DET,5on5,all,DET@OTT,away
Shooting %,0.88,DET,5on5,all,DET@OTT,away
Save %,0.52,DET,5on5,all,DET@OTT,away
sv%,0.91,DET,5on5,all,DET@OTT,away
Blocked shot attempt %,0.44,DET,5on5,all,DET@OTT,away
Blocked shot attempt % against,0.84,DET,5on5,all,DET@OTT,away
Expected Goals For,0.09,DET,5on5,all,DET@OTT,away
XG Differential,0.28,DET,5on5,all,DET@OTT,away
Shot (FW) Volume,0.09,DET,5on5,all,DET@OTT,away
Shot (FW) Differential,0.22,DET,5on5,all,DET@OTT,away
Penalty Differential,0.89,DET,5on5,all,DET@OTT,away
offense_p60_perc,0.27,DET,5on5,all,DET@OTT,away
defense_p60_perc,0.62,DET,5on5,all,DET@OTT,away
cum_dif_p60_perc,0.34,DET,5on5,all,DET@OTT,away
offense,247.63,DET,5on5,all,DET@OTT,away
defense,261.2,DET,5on5,all,DET@OTT,away
cum_dif,-13.569999999999993,DET,5on5,all,DET@OTT,away
Points,0.75,DET,5on5,last 20 games,DET@OTT,away
Goals For,0.41,DET,5on5,last 20 games,DET@OTT,away
Goal Differential,0.61,DET,5on5,last 20 games,DET@OTT,away
Shooting %,0.78,DET,5on5,last 20 games,DET@OTT,away
Save %,0.58,DET,5on5,last 20 games,DET@OTT,away
sv%,0.913,DET,5on5,last 20 games,DET@OTT,away
Blocked shot attempt %,0.44,DET,5on5,last 20 games,DET@OTT,away
Blocked shot attempt % against,0.94,DET,5on5,last 20 games,DET@OTT,away
Expected Goals For,0.06,DET,5on5,last 20 games,DET@OTT,away
XG Differential,0.31,DET,5on5,last 20 games,DET@OTT,away
Shot (FW) Volume,0.06,DET,5on5,last 20 games,DET@OTT,away
Shot (FW) Differential,0.19,DET,5on5,last 20 games,DET@OTT,away
Penalty Differential,0.45,DET,5on5,last 20 games,DET@OTT,away
offense_p60_perc,0.17,DET,5on5,last 20 games,DET@OTT,away
defense_p60_perc,0.75,DET,5on5,last 20 games,DET@OTT,away
cum_dif_p60_perc,0.52,DET,5on5,last 20 games,DET@OTT,away
offense,84.58,DET,5on5,last 20 games,DET@OTT,away
defense,86.03999999999999,DET,5on5,last 20 games,DET@OTT,away
cum_dif,-1.4599999999999937,DET,5on5,last 20 games,DET@OTT,away
Points,0.81,DET,5on5,last 10 games,DET@OTT,away
Goals For,0.53,DET,5on5,last 10 games,DET@OTT,away
Goal Differential,0.77,DET,5on5,last 10 games,DET@OTT,away
Shooting %,0.95,DET,5on5,last 10 games,DET@OTT,away
Save %,0.88,DET,5on5,last 10 games,DET@OTT,away
sv%,0.93,DET,5on5,last 10 games,DET@OTT,away
Blocked shot attempt %,0.8,DET,5on5,last 10 games,DET@OTT,away
Blocked shot attempt % against,0.75,DET,5on5,last 10 games,DET@OTT,away
Expected Goals For,0.09,DET,5on5,last 10 games,DET@OTT,away
