label,value,team,situation,n_games,matchup,home_away
Expected Goals For,0.59,SJS,all,all,MTL@SJS,home
XG Differential,0.45,SJS,all,all,MTL@SJS,home
Shot (FW) Volume,0.28,SJS,all,all,MTL@SJS,home
Shot (FW) Differential,0.31,SJS,all,all,MTL@SJS,home
Penalty Differential,0.19,SJS,all,all,MTL@SJS,home
offense_p60_perc,0.38,SJS,all,all,MTL@SJS,home
defense_p60_perc,0.31,SJS,all,all,MTL@SJS,home
cum_dif_p60_perc,0.28,SJS,all,all,MTL@SJS,home
offense,375.52,SJS,all,all,MTL@SJS,home
defense,411.68,SJS,all,all,MTL@SJS,home
cum_dif,-36.160000000000025,SJS,all,all,MTL@SJS,home
Points,0.09,SJS,all,last 20 games,MTL@SJS,home
Goals For,0.28,SJS,all,last 20 games,MTL@SJS,home
Goal Differential,0.22,SJS,all,last 20 games,MTL@SJS,home
Shooting %,0.34,SJS,all,last 20 games,MTL@SJS,home
Save %,0.36,SJS,all,last 20 games,MTL@SJS,home
sv%,0.895,SJS,all,last 20 games,MTL@SJS,home
Blocked shot attempt %,0.38,SJS,all,last 20 games,MTL@SJS,home
Blocked shot attempt % against,0.62,SJS,all,last 20 games,MTL@SJS,home
Expected Goals For,0.66,SJS,all,last 20 games,MTL@SJS,home
XG Differential,0.41,SJS,all,last 20 games,MTL@SJS,home
Shot (FW) Volume,0.31,SJS,all,last 20 games,MTL@SJS,home
Shot (FW) Differential,0.34,SJS,all,last 20 games,MTL@SJS,home
Penalty Differential,0.06,SJS,all,last 20 games,MTL@SJS,home
offense_p60_perc,0.5,SJS,all,last 20 games,MTL@SJS,home
defense_p60_perc,0.28,SJS,all,last 20 games,MTL@SJS,home
cum_dif_p60_perc,0.3,SJS,all,last 20 games,MTL@SJS,home
offense,122.89,SJS,all,last 20 games,MTL@SJS,home
defense,139.82999999999998,SJS,all,last 20 games,MTL@SJS,home
cum_dif,-16.939999999999984,SJS,all,last 20 games,MTL@SJS,home
Points,0.23,SJS,all,last 10 games,MTL@SJS,home
Goals For,0.3,SJS,all,last 10 games,MTL@SJS,home
Goal Differential,0.45,SJS,all,last 10 games,MTL@SJS,home
Shooting %,0.33,SJS,all,last 10 games,MTL@SJS,home
Save %,0.55,SJS,all,last 10 games,MTL@SJS,home
sv%,0.909,SJS,all,last 10 games,MTL@SJS,home
Blocked shot attempt %,0.53,SJS,all,last 10 games,MTL@SJS,home
Blocked shot attempt % against,0.81,SJS,all,last 10 games,MTL@SJS,home
Expected Goals For,0.91,SJS,all,last 10 games,MTL@SJS,home
XG Differential,0.58,SJS,all,last 10 games,MTL@SJS,home
Shot (FW) Volume,0.59,SJS,all,last 10 games,MTL@SJS,home
Shot (FW) Differential,0.44,SJS,all,last 10 games,MTL@SJS,home
Penalty Differential,0.03,SJS,all,last 10 games,MTL@SJS,home
offense_p60_perc,0.64,SJS,all,last 10 games,MTL@SJS,home
defense_p60_perc,0.42,SJS,all,last 10 games,MTL@SJS,home
cum_dif_p60_perc,0.44,SJS,all,last 10 games,MTL@SJS,home
offense,67.3,SJS,all,last 10 games,MTL@SJS,home
defense,68.78999999999999,SJS,all,last 10 games,MTL@SJS,home
cum_dif,-1.4899999999999949,SJS,all,last 10 games,MTL@SJS,home
Points,0.14,SJS,all,last 5 games,MTL@SJS,home
Goals For,0.14,SJS,all,last 5 games,MTL@SJS,home
Goal Differential,0.39,SJS,all,last 5 games,MTL@SJS,home
Shooting %,0.14,SJS,all,last 5 games,MTL@SJS,home
Save %,0.61,SJS,all,last 5 games,MTL@SJS,home
sv%,0.907,SJS,all,last 5 games,MTL@SJS,home
Blocked shot attempt %,0.72,SJS,all,last 5 games,MTL@SJS,home
Blocked shot attempt % against,0.56,SJS,all,last 5 games,MTL@SJS,home
Expected Goals For,0.5,SJS,all,last 5 games,MTL@SJS,home
XG Differential,0.31,SJS,all,last 5 games,MTL@SJS,home
Shot (FW) Volume,0.66,SJS,all,last 5 games,MTL@SJS,home
Shot (FW) Differential,0.5,SJS,all,last 5 games,MTL@SJS,home
Penalty Differential,0.03,SJS,all,last 5 games,MTL@SJS,home
offense_p60_perc,0.3,SJS,all,last 5 games,MTL@SJS,home
defense_p60_perc,0.45,SJS,all,last 5 games,MTL@SJS,home
cum_dif_p60_perc,0.28,SJS,all,last 5 games,MTL@SJS,home
offense,27.95,SJS,all,last 5 games,MTL@SJS,home
defense,33.06,SJS,all,last 5 games,MTL@SJS,home
cum_dif,-5.110000000000003,SJS,all,last 5 games,MTL@SJS,home
Points,0.12,SJS,5on5,all,MTL@SJS,home
Goals For,0.67,SJS,5on5,all,MTL@SJS,home
Goal Differential,0.22,SJS,5on5,all,MTL@SJS,home
Shooting %,0.8,SJS,5on5,all,MTL@SJS,home
Save %,0.03,SJS,5on5,all,MTL@SJS,home
sv%,0.889,SJS,5on5,all,MTL@SJS,home
Blocked shot attempt %,0.28,SJS,5on5,all,MTL@SJS,home
Blocked shot attempt % against,0.75,SJS,5on5,all,MTL@SJS,home
Expected Goals For,0.69,SJS,5on5,all,MTL@SJS,home
XG Differential,0.56,SJS,5on5,all,MTL@SJS,home
Shot (FW) Volume,0.33,SJS,5on5,all,MTL@SJS,home
Shot (FW) Differential,0.38,SJS,5on5,all,MTL@SJS,home
Penalty Differential,0.23,SJS,5on5,all,MTL@SJS,home
offense_p60_perc,0.69,SJS,5on5,all,MTL@SJS,home
defense_p60_perc,0.16,SJS,5on5,all,MTL@SJS,home
cum_dif_p60_perc,0.28,SJS,5on5,all,MTL@SJS,home
offense,298.72,SJS,5on5,all,MTL@SJS,home
defense,319.05,SJS,5on5,all,MTL@SJS,home
cum_dif,-20.329999999999984,SJS,5on5,all,MTL@SJS,home
Points,0.09,SJS,5on5,last 20 games,MTL@SJS,home
Goals For,0.53,SJS,5on5,last 20 games,MTL@SJS,home
Goal Differential,0.5,SJS,5on5,last 20 games,MTL@SJS,home
Shooting %,0.5,SJS,5on5,last 20 games,MTL@SJS,home
Save %,0.34,SJS,5on5,last 20 games,MTL@SJS,home
sv%,0.904,SJS,5on5,last 20 games,MTL@SJS,home
Blocked shot attempt %,0.36,SJS,5on5,last 20 games,MTL@SJS,home
Blocked shot attempt % against,0.53,SJS,5on5,last 20 games,MTL@SJS,home
Expected Goals For,0.81,SJS,5on5,last 20 games,MTL@SJS,home
XG Differential,0.84,SJS,5on5,last 20 games,MTL@SJS,home
Shot (FW) Volume,0.61,SJS,5on5,last 20 games,MTL@SJS,home
Shot (FW) Differential,0.38,SJS,5on5,last 20 games,MTL@SJS,home
Penalty Differential,0.12,SJS,5on5,last 20 games,MTL@SJS,home
offense_p60_perc,0.69,SJS,5on5,last 20 games,MTL@SJS,home
defense_p60_perc,0.39,SJS,5on5,last 20 games,MTL@SJS,home
cum_dif_p60_perc,0.58,SJS,5on5,last 20 games,MTL@SJS,home
offense,104.3,SJS,5on5,last 20 games,MTL@SJS,home
defense,102.00999999999999,SJS,5on5,last 20 games,MTL@SJS,home
cum_dif,2.2900000000000063,SJS,5on5,last 20 games,MTL@SJS,home
Points,0.23,SJS,5on5,last 10 games,MTL@SJS,home
Goals For,0.44,SJS,5on5,last 10 games,MTL@SJS,home
Goal Differential,0.61,SJS,5on5,last 10 games,MTL@SJS,home
Shooting %,0.41,SJS,5on5,last 10 games,MTL@SJS,home
Save %,0.75,SJS,5on5,last 10 games,MTL@SJS,home
sv%,0.921,SJS,5on5,last 10 games,MTL@SJS,home
Blocked shot attempt %,0.52,SJS,5on5,last 10 games,MTL@SJS,home
Blocked shot attempt % against,0.59,SJS,5on5,last 10 games,MTL@SJS,home
Expected Goals For,0.97,SJS,5on5,last 10 games,MTL@SJS,home
XG Differential,0.78,SJS,5on5,last 10 games,MTL@SJS,home
Shot (FW) Volume,0.84,SJS,5on5,last 10 games,MTL@SJS,home
Shot (FW) Differential,0.53,SJS,5on5,last 10 games,MTL@SJS,home
Penalty Differential,0.06,SJS,5on5,last 10 games,MTL@SJS,home
offense_p60_perc,0.91,SJS,5on5,last 10 games,MTL@SJS,home
defense_p60_perc,0.34,SJS,5on5,last 10 games,MTL@SJS,home
cum_dif_p60_perc,0.7,SJS,5on5,last 10 games,MTL@SJS,home
offense,56.1,SJS,5on5,last 10 games,MTL@SJS,home
defense,50.21,SJS,5on5,last 10 games,MTL@SJS,home
cum_dif,5.890000000000001,SJS,5on5,last 10 games,MTL@SJS,home
Points,0.14,SJS,5on5,last 5 games,MTL@SJS,home
Goals For,0.41,SJS,5on5,last 5 games,MTL@SJS,home
Goal Differential,0.48,SJS,5on5,last 5 games,MTL@SJS,home
Shooting %,0.34,SJS,5on5,last 5 games,MTL@SJS,home
Save %,0.5,SJS,5on5,last 5 games,MTL@SJS,home
sv%,0.899,SJS,5on5,last 5 games,MTL@SJS,home
Blocked shot attempt %,0.45,SJS,5on5,last 5 games,MTL@SJS,home
Blocked shot attempt % against,0.67,SJS,5on5,last 5 games,MTL@SJS,home
Expected Goals For,0.69,SJS,5on5,last 5 games,MTL@SJS,home
XG Differential,0.59,SJS,5on5,last 5 games,MTL@SJS,home
Shot (FW) Volume,0.78,SJS,5on5,last 5 games,MTL@SJS,home
Shot (FW) Differential,0.72,SJS,5on5,last 5 games,MTL@SJS,home
Penalty Differential,0.03,SJS,5on5,last 5 games,MTL@SJS,home
offense_p60_perc,0.64,SJS,5on5,last 5 games,MTL@SJS,home
defense_p60_perc,0.53,SJS,5on5,last 5 games,MTL@SJS,home
cum_dif_p60_perc,0.44,SJS,5on5,last 5 games,MTL@SJS,home
offense,23.92,SJS,5on5,last 5 games,MTL@SJS,home
defense,24.82,SJS,5on5,last 5 games,MTL@SJS,home
cum_dif,-0.8999999999999986,SJS,5on5,last 5 games,MTL@SJS,home
Points,0.12,SJS,4on5,all,MTL@SJS,home
Goals For,0.11,SJS,4on5,all,MTL@SJS,home
Goal Differential,0.78,SJS,4on5,all,MTL@SJS,home
Shooting %,0.12,SJS,4on5,all,MTL@SJS,home
Save %,0.88,SJS,4on5,all,MTL@SJS,home
sv%,0.888,SJS,4on5,all,MTL@SJS,home
Blocked shot attempt %,0.12,SJS,4on5,all,MTL@SJS,home
Blocked shot attempt % against,0.91,SJS,4on5,all,MTL@SJS,home
Expected Goals For,0.03,SJS,4on5,all,MTL@SJS,home
XG Differential,0.7,SJS,4on5,all,MTL@SJS,home
Shot (FW) Volume,0.03,SJS,4on5,all,MTL@SJS,home
Shot (FW) Differential,0.53,SJS,4on5,all,MTL@SJS,home
Penalty Differential,0.75,SJS,4on5,all,MTL@SJS,home
offense_p60_perc,0.06,SJS,4on5,all,MTL@SJS,home
defense_p60_perc,0.97,SJS,4on5,all,MTL@SJS,home
cum_dif_p60_perc,0.72,SJS,4on5,all,MTL@SJS,home
offense,4.359999999999999,SJS,4on5,all,MTL@SJS,home
defense,57.35,SJS,4on5,all,MTL@SJS,home
cum_dif,-52.99,SJS,4on5,all,MTL@SJS,home
Points,0.09,SJS,4on5,last 20 games,MTL@SJS,home
Goals For,0.31,SJS,4on5,last 20 games,MTL@SJS,home
Goal Differential,0.5,SJS,4on5,last 20 games,MTL@SJS,home
Shooting %,0.31,SJS,4on5,last 20 games,MTL@SJS,home
Save %,0.47,SJS,4on5,last 20 games,MTL@SJS,home
sv%,0.871,SJS,4on5,last 20 games,MTL@SJS,home
Blocked shot attempt %,0.59,SJS,4on5,last 20 games,MTL@SJS,home
Blocked shot attempt % against,0.72,SJS,4on5,last 20 games,MTL@SJS,home
Expected Goals For,0.08,SJS,4on5,last 20 games,MTL@SJS,home
XG Differential,0.41,SJS,4on5,last 20 games,MTL@SJS,home
Shot (FW) Volume,0.25,SJS,4on5,last 20 games,MTL@SJS,home
Shot (FW) Differential,0.69,SJS,4on5,last 20 games,MTL@SJS,home
Penalty Differential,0.69,SJS,4on5,last 20 games,MTL@SJS,home
offense_p60_perc,0.11,SJS,4on5,last 20 games,MTL@SJS,home
defense_p60_perc,0.66,SJS,4on5,last 20 games,MTL@SJS,home
cum_dif_p60_perc,0.52,SJS,4on5,last 20 games,MTL@SJS,home
offense,1.6800000000000002,SJS,4on5,last 20 games,MTL@SJS,home
defense,22.77,SJS,4on5,last 20 games,MTL@SJS,home
cum_dif,-21.09,SJS,4on5,last 20 games,MTL@SJS,home
Points,0.23,SJS,4on5,last 10 games,MTL@SJS,home
Goals For,0.41,SJS,4on5,last 10 games,MTL@SJS,home
Goal Differential,0.77,SJS,4on5,last 10 games,MTL@SJS,home
Shooting %,0.41,SJS,4on5,last 10 games,MTL@SJS,home
Save %,0.56,SJS,4on5,last 10 games,MTL@SJS,home
sv%,0.872,SJS,4on5,last 10 games,MTL@SJS,home
Blocked shot attempt %,0.47,SJS,4on5,last 10 games,MTL@SJS,home
Blocked shot attempt % against,0.84,SJS,4on5,last 10 games,MTL@SJS,home
Expected Goals For,0.08,SJS,4on5,last 10 games,MTL@SJS,home
XG Differential,0.56,SJS,4on5,last 10 games,MTL@SJS,home
Shot (FW) Volume,0.41,SJS,4on5,last 10 games,MTL@SJS,home
Shot (FW) Differential,0.88,SJS,4on5,last 10 games,MTL@SJS,home
Penalty Differential,0.58,SJS,4on5,last 10 games,MTL@SJS,home
offense_p60_perc,0.28,SJS,4on5,last 10 games,MTL@SJS,home
defense_p60_perc,0.73,SJS,4on5,last 10 games,MTL@SJS,home
cum_dif_p60_perc,0.7,SJS,4on5,last 10 games,MTL@SJS,home
offense,1.56,SJS,4on5,last 10 games,MTL@SJS,home
defense,10.91,SJS,4on5,last 10 games,MTL@SJS,home
cum_dif,-9.35,SJS,4on5,last 10 games,MTL@SJS,home
Points,0.14,SJS,4on5,last 5 games,MTL@SJS,home
Goals For,0.66,SJS,4on5,last 5 games,MTL@SJS,home
Goal Differential,0.66,SJS,4on5,last 5 games,MTL@SJS,home
Shooting %,0.73,SJS,4on5,last 5 games,MTL@SJS,home
Save %,0.69,SJS,4on5,last 5 games,MTL@SJS,home
sv%,0.917,SJS,4on5,last 5 games,MTL@SJS,home
Blocked shot attempt %,0.3,SJS,4on5,last 5 games,MTL@SJS,home
Blocked shot attempt % against,0.42,SJS,4on5,last 5 games,MTL@SJS,home
Expected Goals For,0.22,SJS,4on5,last 5 games,MTL@SJS,home
XG Differential,0.44,SJS,4on5,last 5 games,MTL@SJS,home
Shot (FW) Volume,0.48,SJS,4on5,last 5 games,MTL@SJS,home
Shot (FW) Differential,0.53,SJS,4on5,last 5 games,MTL@SJS,home
Penalty Differential,0.5,SJS,4on5,last 5 games,MTL@SJS,home
offense_p60_perc,0.59,SJS,4on5,last 5 games,MTL@SJS,home
defense_p60_perc,0.59,SJS,4on5,last 5 games,MTL@SJS,home
cum_dif_p60_perc,0.58,SJS,4on5,last 5 games,MTL@SJS,home
offense,1.21,SJS,4on5,last 5 games,MTL@SJS,home
defense,5.54,SJS,4on5,last 5 games,MTL@SJS,home
cum_dif,-4.33,SJS,4on5,last 5 games,MTL@SJS,home
Points,0.12,SJS,5on4,all,MTL@SJS,home
Goals For,0.19,SJS,5on4,all,MTL@SJS,home
Goal Differential,0.08,SJS,5on4,all,MTL@SJS,home
Shooting %,0.25,SJS,5on4,all,MTL@SJS,home
Save %,0.03,SJS,5on4,all,MTL@SJS,home
sv%,0.8,SJS,5on4,all,MTL@SJS,home
Blocked shot attempt %,0.39,SJS,5on4,all,MTL@SJS,home
Blocked shot attempt % against,0.88,SJS,5on4,all,MTL@SJS,home
Expected Goals For,0.34,SJS,5on4,all,MTL@SJS,home
XG Differential,0.25,SJS,5on4,all,MTL@SJS,home
Shot (FW) Volume,0.25,SJS,5on4,all,MTL@SJS,home
Shot (FW) Differential,0.28,SJS,5on4,all,MTL@SJS,home
Penalty Differential,0.56,SJS,5on4,all,MTL@SJS,home
offense_p60_perc,0.28,SJS,5on4,all,MTL@SJS,home
defense_p60_perc,0.05,SJS,5on4,all,MTL@SJS,home
cum_dif_p60_perc,0.19,SJS,5on4,all,MTL@SJS,home
offense,56.1,SJS,5on4,all,MTL@SJS,home
defense,15.73,SJS,5on4,all,MTL@SJS,home
cum_dif,40.370000000000005,SJS,5on4,all,MTL@SJS,home
Points,0.09,SJS,5on4,last 20 games,MTL@SJS,home
Goals For,0.12,SJS,5on4,last 20 games,MTL@SJS,home
Goal Differential,0.03,SJS,5on4,last 20 games,MTL@SJS,home
Shooting %,0.19,SJS,5on4,last 20 games,MTL@SJS,home
Save %,0.06,SJS,5on4,last 20 games,MTL@SJS,home
sv%,0.737,SJS,5on4,last 20 games,MTL@SJS,home
Blocked shot attempt %,0.66,SJS,5on4,last 20 games,MTL@SJS,home
Blocked shot attempt % against,0.88,SJS,5on4,last 20 games,MTL@SJS,home
Expected Goals For,0.19,SJS,5on4,last 20 games,MTL@SJS,home
XG Differential,0.03,SJS,5on4,last 20 games,MTL@SJS,home
Shot (FW) Volume,0.09,SJS,5on4,last 20 games,MTL@SJS,home
Shot (FW) Differential,0.06,SJS,5on4,last 20 games,MTL@SJS,home
Penalty Differential,0.41,SJS,5on4,last 20 games,MTL@SJS,home
offense_p60_perc,0.09,SJS,5on4,last 20 games,MTL@SJS,home
defense_p60_perc,0.03,SJS,5on4,last 20 games,MTL@SJS,home
cum_dif_p60_perc,0.03,SJS,5on4,last 20 games,MTL@SJS,home
offense,13.91,SJS,5on4,last 20 games,MTL@SJS,home
defense,8.92,SJS,5on4,last 20 games,MTL@SJS,home
cum_dif,4.99,SJS,5on4,last 20 games,MTL@SJS,home
Points,0.23,SJS,5on4,last 10 games,MTL@SJS,home
Goals For,0.22,SJS,5on4,last 10 games,MTL@SJS,home
Goal Differential,0.06,SJS,5on4,last 10 games,MTL@SJS,home
Shooting %,0.34,SJS,5on4,last 10 games,MTL@SJS,home
Save %,0.14,SJS,5on4,last 10 games,MTL@SJS,home
sv%,0.714,SJS,5on4,last 10 games,MTL@SJS,home
Blocked shot attempt %,0.42,SJS,5on4,last 10 games,MTL@SJS,home
Blocked shot attempt % against,0.97,SJS,5on4,last 10 games,MTL@SJS,home
Expected Goals For,0.5,SJS,5on4,last 10 games,MTL@SJS,home
XG Differential,0.06,SJS,5on4,last 10 games,MTL@SJS,home
Shot (FW) Volume,0.09,SJS,5on4,last 10 games,MTL@SJS,home
Shot (FW) Differential,0.03,SJS,5on4,last 10 games,MTL@SJS,home
Penalty Differential,0.38,SJS,5on4,last 10 games,MTL@SJS,home
offense_p60_perc,0.38,SJS,5on4,last 10 games,MTL@SJS,home
defense_p60_perc,0.06,SJS,5on4,last 10 games,MTL@SJS,home
cum_dif_p60_perc,0.06,SJS,5on4,last 10 games,MTL@SJS,home
offense,7.38,SJS,5on4,last 10 games,MTL@SJS,home
defense,7.13,SJS,5on4,last 10 games,MTL@SJS,home
cum_dif,0.25,SJS,5on4,last 10 games,MTL@SJS,home
Points,0.14,SJS,5on4,last 5 games,MTL@SJS,home
Goals For,0.06,SJS,5on4,last 5 games,MTL@SJS,home
Goal Differential,0.06,SJS,5on4,last 5 games,MTL@SJS,home
Shooting %,0.06,SJS,5on4,last 5 games,MTL@SJS,home
Save %,0.36,SJS,5on4,last 5 games,MTL@SJS,home
sv%,0.857,SJS,5on4,last 5 games,MTL@SJS,home
Blocked shot attempt %,0.97,SJS,5on4,last 5 games,MTL@SJS,home
Blocked shot attempt % against,0.56,SJS,5on4,last 5 games,MTL@SJS,home
Expected Goals For,0.39,SJS,5on4,last 5 games,MTL@SJS,home
XG Differential,0.12,SJS,5on4,last 5 games,MTL@SJS,home
Shot (FW) Volume,0.22,SJS,5on4,last 5 games,MTL@SJS,home
Shot (FW) Differential,0.06,SJS,5on4,last 5 games,MTL@SJS,home
Penalty Differential,0.53,SJS,5on4,last 5 games,MTL@SJS,home
offense_p60_perc,0.09,SJS,5on4,last 5 games,MTL@SJS,home
defense_p60_perc,0.09,SJS,5on4,last 5 games,MTL@SJS,home
cum_dif_p60_perc,0.08,SJS,5on4,last 5 games,MTL@SJS,home
offense,1.75,SJS,5on4,last 5 games,MTL@SJS,home
defense,2.16,SJS,5on4,last 5 games,MTL@SJS,home
cum_dif,-0.41000000000000014,SJS,5on4,last 5 games,MTL@SJS,home
Points,0.28,STL,all,all,SEA@STL,home
Goals For,0.33,STL,all,all,SEA@STL,home
Goal Differential,0.27,STL,all,all,SEA@STL,home
Shooting %,0.75,STL,all,all,SEA@STL,home
Save %,0.19,STL,all,all,SEA@STL,home
sv%,0.889,STL,all,all,SEA@STL,home
Blocked shot attempt %,1.0,STL,all,all,SEA@STL,home
Blocked shot attempt % against,0.22,STL,all,all,SEA@STL,home
Expected Goals For,0.19,STL,all,all,SEA@STL,home
XG Differential,0.16,STL,all,all,SEA@STL,home
Shot (FW) Volume,0.12,STL,all,all,SEA@STL,home
Shot (FW) Differential,0.19,STL,all,all,SEA@STL,home
Penalty Differential,0.83,STL,all,all,SEA@STL,home
offense_p60_perc,0.22,STL,all,all,SEA@STL,home
defense_p60_perc,0.19,STL,all,all,SEA@STL,home
cum_dif_p60_perc,0.19,STL,all,all,SEA@STL,home
offense,340.44,STL,all,all,SEA@STL,home
defense,417.83000000000004,STL,all,all,SEA@STL,home
cum_dif,-77.39000000000004,STL,all,all,SEA@STL,home
Points,0.09,STL,all,last 20 games,SEA@STL,home
Goals For,0.31,STL,all,last 20 games,SEA@STL,home
Goal Differential,0.12,STL,all,last 20 games,SEA@STL,home
Shooting %,0.45,STL,all,last 20 games,SEA@STL,home
Save %,0.19,STL,all,last 20 games,SEA@STL,home
sv%,0.891,STL,all,last 20 games,SEA@STL,home
Blocked shot attempt %,0.94,STL,all,last 20 games,SEA@STL,home
Blocked shot attempt % against,0.19,STL,all,last 20 games,SEA@STL,home
Expected Goals For,0.03,STL,all,last 20 games,SEA@STL,home
XG Differential,0.09,STL,all,last 20 games,SEA@STL,home
Shot (FW) Volume,0.09,STL,all,last 20 games,SEA@STL,home
Shot (FW) Differential,0.16,STL,all,last 20 games,SEA@STL,home
Penalty Differential,0.97,STL,all,last 20 games,SEA@STL,home
offense_p60_perc,0.06,STL,all,last 20 games,SEA@STL,home
defense_p60_perc,0.17,STL,all,last 20 games,SEA@STL,home
cum_dif_p60_perc,0.06,STL,all,last 20 games,SEA@STL,home
offense,105.3,STL,all,last 20 games,SEA@STL,home
defense,141.94,STL,all,last 20 games,SEA@STL,home
cum_dif,-36.64,STL,all,last 20 games,SEA@STL,home
Points,0.14,STL,all,last 10 games,SEA@STL,home
Goals For,0.3,STL,all,last 10 games,SEA@STL,home
Goal Differential,0.16,STL,all,last 10 games,SEA@STL,home
Shooting %,0.45,STL,all,last 10 games,SEA@STL,home
Save %,0.41,STL,all,last 10 games,SEA@STL,home
sv%,0.895,STL,all,last 10 games,SEA@STL,home
Blocked shot attempt %,0.81,STL,all,last 10 games,SEA@STL,home
Blocked shot attempt % against,0.25,STL,all,last 10 games,SEA@STL,home
Expected Goals For,0.11,STL,all,last 10 games,SEA@STL,home
XG Differential,0.06,STL,all,last 10 games,SEA@STL,home
Shot (FW) Volume,0.22,STL,all,last 10 games,SEA@STL,home
Shot (FW) Differential,0.12,STL,all,last 10 games,SEA@STL,home
Penalty Differential,0.69,STL,all,last 10 games,SEA@STL,home
offense_p60_perc,0.19,STL,all,last 10 games,SEA@STL,home
defense_p60_perc,0.12,STL,all,last 10 games,SEA@STL,home
cum_dif_p60_perc,0.09,STL,all,last 10 games,SEA@STL,home
offense,54.86,STL,all,last 10 games,SEA@STL,home
defense,77.37,STL,all,last 10 games,SEA@STL,home
cum_dif,-22.510000000000005,STL,all,last 10 games,SEA@STL,home
Points,0.06,STL,all,last 5 games,SEA@STL,home
Goals For,0.03,STL,all,last 5 games,SEA@STL,home
Goal Differential,0.03,STL,all,last 5 games,SEA@STL,home
Shooting %,0.03,STL,all,last 5 games,SEA@STL,home
Save %,0.38,STL,all,last 5 games,SEA@STL,home
sv%,0.891,STL,all,last 5 games,SEA@STL,home
Blocked shot attempt %,0.78,STL,all,last 5 games,SEA@STL,home
Blocked shot attempt % against,0.09,STL,all,last 5 games,SEA@STL,home
Expected Goals For,0.03,STL,all,last 5 games,SEA@STL,home
XG Differential,0.03,STL,all,last 5 games,SEA@STL,home
Shot (FW) Volume,0.12,STL,all,last 5 games,SEA@STL,home
Shot (FW) Differential,0.09,STL,all,last 5 games,SEA@STL,home
Penalty Differential,0.7,STL,all,last 5 games,SEA@STL,home
offense_p60_perc,0.03,STL,all,last 5 games,SEA@STL,home
defense_p60_perc,0.11,STL,all,last 5 games,SEA@STL,home
cum_dif_p60_perc,0.03,STL,all,last 5 games,SEA@STL,home
offense,17.560000000000002,STL,all,last 5 games,SEA@STL,home
defense,41.19,STL,all,last 5 games,SEA@STL,home
cum_dif,-23.629999999999995,STL,all,last 5 games,SEA@STL,home
Points,0.28,STL,5on5,all,SEA@STL,home
Goals For,0.38,STL,5on5,all,SEA@STL,home
Goal Differential,0.14,STL,5on5,all,SEA@STL,home
Shooting %,0.67,STL,5on5,all,SEA@STL,home
Save %,0.14,STL,5on5,all,SEA@STL,home
sv%,0.896,STL,5on5,all,SEA@STL,home
Blocked shot attempt %,1.0,STL,5on5,all,SEA@STL,home
Blocked shot attempt % against,0.25,STL,5on5,all,SEA@STL,home
Expected Goals For,0.16,STL,5on5,all,SEA@STL,home
XG Differential,0.16,STL,5on5,all,SEA@STL,home
Shot (FW) Volume,0.19,STL,5on5,all,SEA@STL,home
Shot (FW) Differential,0.16,STL,5on5,all,SEA@STL,home
Penalty Differential,0.83,STL,5on5,all,SEA@STL,home
offense_p60_perc,0.27,STL,5on5,all,SEA@STL,home
defense_p60_perc,0.08,STL,5on5,all,SEA@STL,home
cum_dif_p60_perc,0.14,STL,5on5,all,SEA@STL,home
offense,254.74,STL,5on5,all,SEA@STL,home
defense,324.8,STL,5on5,all,SEA@STL,home
cum_dif,-70.06,STL,5on5,all,SEA@STL,home
Points,0.09,STL,5on5,last 20 games,SEA@STL,home
Goals For,0.33,STL,5on5,last 20 games,SEA@STL,home
Goal Differential,0.09,STL,5on5,last 20 games,SEA@STL,home
Shooting %,0.58,STL,5on5,last 20 games,SEA@STL,home
Save %,0.19,STL,5on5,last 20 games,SEA@STL,home
sv%,0.893,STL,5on5,last 20 games,SEA@STL,home
Blocked shot attempt %,0.7,STL,5on5,last 20 games,SEA@STL,home
Blocked shot attempt % against,0.19,STL,5on5,last 20 games,SEA@STL,home
Expected Goals For,0.03,STL,5on5,last 20 games,SEA@STL,home
XG Differential,0.06,STL,5on5,last 20 games,SEA@STL,home
Shot (FW) Volume,0.12,STL,5on5,last 20 games,SEA@STL,home
Shot (FW) Differential,0.16,STL,5on5,last 20 games,SEA@STL,home
Penalty Differential,0.88,STL,5on5,last 20 games,SEA@STL,home
offense_p60_perc,0.09,STL,5on5,last 20 games,SEA@STL,home
defense_p60_perc,0.12,STL,5on5,last 20 games,SEA@STL,home
cum_dif_p60_perc,0.06,STL,5on5,last 20 games,SEA@STL,home
offense,79.28,STL,5on5,last 20 games,SEA@STL,home
defense,111.82,STL,5on5,last 20 games,SEA@STL,home
cum_dif,-32.53999999999999,STL,5on5,last 20 games,SEA@STL,home
Points,0.14,STL,5on5,last 10 games,SEA@STL,home
Goals For,0.33,STL,5on5,last 10 games,SEA@STL,home
Goal Differential,0.23,STL,5on5,last 10 games,SEA@STL,home
Shooting %,0.53,STL,5on5,last 10 games,SEA@STL,home
Save %,0.34,STL,5on5,last 10 games,SEA@STL,home
sv%,0.898,STL,5on5,last 10 games,SEA@STL,home
Blocked shot attempt %,0.56,STL,5on5,last 10 games,SEA@STL,home
Blocked shot attempt % against,0.25,STL,5on5,last 10 games,SEA@STL,home
Expected Goals For,0.06,STL,5on5,last 10 games,SEA@STL,home
XG Differential,0.03,STL,5on5,last 10 games,SEA@STL,home
